Sample_ID,Material,Cross_Section_Type,Beam_Length_m,Thickness_m,Factor_of_Safety,Moment_of_Inertia_m4,Cross_Sec_Area_m2,y_max_m,Young_Modulus_GPa,Yield_Strength_MPa,Sigma_Allow_MPa,P_Bending_kN,P_Shear_kN,P_Deflection_kN,Max_Load_kN,Governing_Criterion,Slenderness_Ratio,Max_Deflection_mm,Bending_Stress_MPa,Stress_Utilization_pct
652,Aluminum,Box,11.789,0.095,2,3.47E-05,0.00705225,0.09494,69,270,135,16.76,752.24,2.76,2.808,Deflection,124.17,39.295,22.228,8.23
653,Aluminum,Box,2.264,0.221,2,0.001012424,0.03807234,0.220592,69,270,135,1094.452,4061.05,2179.686,1087.294,Bending,10.27,3.7901,135,50
654,Aluminum,Box,9.277,0.289,3,0.002979359,0.06531154,0.288922,69,270,90,400.154,4644.376,382.17,351.916,Deflection,32.11,30.9241,85.955,31.84
655,Aluminum,Box,2.179,0.259,3,0.00191931,0.05242049,0.258843,69,270,90,1225.26,3727.679,4464.242,1221.249,Bending,8.42,1.9932,90,33.33
656,Aluminum,Box,15.722,0.255,1.5,0.001799735,0.0507613,0.254714,69,270,180,323.589,7219.385,80.387,79.209,Deflection,61.72,52.4052,44.716,16.56
657,Aluminum,Box,11.383,0.489,2.5,0.024488858,0.1872461,0.489206,69,270,108,1899.726,15978.334,2086.407,1856.233,Bending,23.27,34.5494,108,40
658,Aluminum,Box,8.886,0.215,3.5,0.000921785,0.03632816,0.21548,69,270,77.143,148.542,2214.288,128.867,129.392,Deflection,41.24,29.6215,66.925,24.79
659,Aluminum,Box,6.78,0.058,3.5,4.80E-06,0.0026228,0.057899,69,270,77.143,3.777,159.866,1.154,1.197,Deflection,117.11,22.6016,23.568,8.73
660,Aluminum,Box,6.019,0.339,3,0.005635908,0.08982774,0.338837,69,270,90,994.878,6387.75,1717.598,970.304,Bending,17.76,11.6207,90,33.33
661,Aluminum,Box,2.024,0.185,3,0.000499856,0.02675166,0.18491,69,270,90,480.725,1902.34,1346.591,495.546,Bending,10.95,2.409,90,33.33
662,Aluminum,Box,14.16,0.296,1.5,0.003288142,0.06861259,0.296133,69,270,180,564.571,9758.235,181.036,181.748,Deflection,47.82,47.2015,57.719,21.38
663,Aluminum,Box,12.911,0.181,3.5,0.000459048,0.02563643,0.181015,69,270,77.143,60.611,1562.601,30.404,28.944,Deflection,71.32,43.0355,38.697,14.33
664,Aluminum,Box,3.183,0.153,2,0.000232501,0.01824486,0.152706,69,270,135,258.341,1946.118,253.428,247.129,Deflection,20.84,10.6084,132.433,49.05
665,Aluminum,Box,12.859,0.263,3,0.00204656,0.05413034,0.26303,69,270,90,217.824,3849.268,136.635,133.786,Deflection,48.89,42.8642,56.455,20.91
666,Aluminum,Box,19.24,0.474,3.5,0.021624291,0.17595413,0.474226,69,270,77.143,731.311,10724.823,644.898,644.102,Deflection,40.57,64.1341,68.027,25.2
667,Aluminum,Box,11.553,0.343,2.5,0.005913255,0.09201144,0.342931,69,270,108,644.761,7851.643,489.086,470.597,Deflection,33.69,38.5109,81.924,30.34
668,Aluminum,Box,5.525,0.113,2,7.06E-05,0.01005446,0.113361,69,270,135,60.878,1072.476,25.537,25.065,Deflection,48.74,18.4167,56.629,20.97
669,Aluminum,Box,17.249,0.192,2.5,0.000578817,0.02878719,0.191816,69,270,108,75.572,2456.507,21.476,21.686,Deflection,89.93,57.4983,30.691,11.37
670,Aluminum,Box,13.447,0.225,3,0.001089473,0.0394945,0.224675,69,270,90,129.818,2808.498,66.515,65.778,Deflection,59.85,44.8239,46.114,17.08
671,Aluminum,Box,13.571,0.414,3,0.012613485,0.13438353,0.414437,69,270,90,807.375,9556.162,756.131,784.331,Deflection,32.74,45.2358,84.288,31.22
672,Aluminum,Box,11.699,0.077,2,1.53E-05,0.00467301,0.077283,69,270,135,9.11,498.455,1.23,1.197,Deflection,151.37,38.9954,18.233,6.75
673,Aluminum,Box,14.422,0.469,3,0.020646728,0.17193098,0.468773,69,270,90,1099.445,12226.203,1095.936,1068.478,Deflection,30.76,48.0725,89.713,33.23
674,Aluminum,Box,4.417,0.481,2.5,0.022899976,0.1810698,0.48107,69,270,108,4655.732,15451.29,12958.647,4947.582,Bending,9.18,5.2897,108,40
675,Aluminum,Box,15.7,0.209,2,0.000822389,0.03431367,0.20942,69,270,135,135.071,3660.125,36.836,36.25,Deflection,74.97,52.332,36.816,13.64
676,Aluminum,Box,6.945,0.413,2,0.012455649,0.1335401,0.413134,69,270,135,2344.322,14244.278,2851.231,2360.119,Bending,16.81,19.0333,135,50
677,Aluminum,Box,11.843,0.131,2.5,0.000126451,0.01345519,0.131139,69,270,108,35.172,1148.176,9.953,9.893,Deflection,90.31,39.4782,30.56,11.32
678,Aluminum,Box,5.765,0.072,1.5,1.18E-05,0.00411142,0.072491,69,270,180,20.34,584.735,3.921,3.776,Deflection,79.53,19.2178,34.703,12.85
679,Aluminum,Box,4.466,0.498,2,0.02624318,0.19383703,0.497742,69,270,135,6375.132,20675.95,14526.178,5000,Bending,8.97,6.5333,135,50
680,Aluminum,Box,19.291,0.139,2.5,0.000157856,0.01503347,0.138617,69,270,108,25.502,1282.856,4.683,4.766,Deflection,139.17,64.3043,19.832,7.35
681,Aluminum,L-Beam,10.968,0.233,2.5,0.000600755,0.027281,0.319858,69,270,108,73.975,2327.979,55.13,55.21,Deflection,47.07,36.5608,80.488,29.81
682,Aluminum,L-Beam,6.672,0.247,2.5,0.000754328,0.03056974,0.338589,69,270,108,144.255,2608.618,187.09,145.691,Bending,27.05,17.1475,108,40
683,Aluminum,L-Beam,5.17,0.146,2,9.33E-05,0.01075251,0.200808,69,270,135,48.545,1146.935,38.551,39.043,Deflection,35.34,17.2324,107.207,39.71
684,Aluminum,L-Beam,15.632,0.123,3,4.63E-05,0.00757171,0.168509,69,270,90,6.325,538.433,2.091,2.092,Deflection,127.34,52.1053,29.753,11.02
685,Aluminum,L-Beam,6.452,0.338,1.5,0.002668934,0.05750169,0.464373,69,270,180,641.358,8178.018,707.785,645.824,Bending,19.07,19.4886,180,66.67
686,Aluminum,L-Beam,15.889,0.275,1.5,0.001157277,0.03786434,0.376827,69,270,180,139.163,5385.151,50.606,48.779,Deflection,57.88,52.9643,65.456,24.24
687,Aluminum,L-Beam,17.037,0.403,3,0.005375554,0.08160622,0.553208,69,270,90,205.322,5803.109,204.451,196.781,Deflection,42.28,56.7911,89.618,33.19
688,Aluminum,L-Beam,7.79,0.432,2.5,0.007073767,0.09361319,0.59251,69,270,108,662.061,7988.326,1286.881,674.068,Bending,18.05,13.3592,108,40
689,Aluminum,L-Beam,6.569,0.161,3.5,0.000135636,0.01296282,0.220484,69,270,77.143,28.898,790.114,34.704,30.718,Bending,40.9,18.233,77.143,28.57
690,Aluminum,L-Beam,4.133,0.18,2.5,0.000213955,0.01628068,0.247095,69,270,108,90.505,1389.285,138.277,89.834,Bending,22.96,9.0172,108,40
691,Aluminum,L-Beam,19.187,0.273,1.5,0.001125581,0.03734221,0.37422,69,270,180,112.868,5310.892,33.754,33.096,Deflection,70.39,63.9575,53.83,19.94
692,Aluminum,L-Beam,9.064,0.389,2.5,0.004687253,0.07620279,0.53458,69,270,108,417.886,6502.638,629.831,434.451,Bending,23.28,20.0468,108,40
693,Aluminum,L-Beam,3.039,0.25,2,0.000795722,0.03139731,0.343141,69,270,135,412.098,3349.046,951.411,426.835,Bending,12.16,4.3873,135,50
694,Aluminum,L-Beam,6.518,0.304,2.5,0.001736962,0.04638813,0.417091,69,270,108,276.012,3958.454,451.364,271.108,Bending,21.45,13.286,108,40
695,Aluminum,L-Beam,9.481,0.431,1.5,0.007051067,0.09346287,0.592034,69,270,180,904.467,13292.497,866.019,866.39,Deflection,21.98,31.6029,172.348,63.83
696,Aluminum,L-Beam,5.975,0.068,2,4.24E-06,0.00229077,0.092687,69,270,135,4.13,244.349,1.31,1.272,Deflection,88.5,19.9178,42.812,15.86
697,Aluminum,L-Beam,19.214,0.117,3.5,3.78E-05,0.00684115,0.160174,69,270,77.143,3.788,416.985,1.13,1.117,Deflection,164.67,64.0459,23.009,8.52
698,Aluminum,L-Beam,14.945,0.303,3.5,0.001729263,0.04628521,0.416628,69,270,77.143,85.699,2821.194,85.476,81.728,Deflection,49.24,49.8163,76.942,28.5
699,Aluminum,L-Beam,11.301,0.391,2.5,0.00478576,0.07699936,0.537366,69,270,108,340.458,6570.612,413.732,338.232,Bending,28.87,30.9973,108,40
700,Aluminum,L-Beam,18.268,0.431,3.5,0.007009308,0.0931857,0.591155,69,270,77.143,200.284,5679.89,231.889,193.611,Bending,42.42,52.5931,77.143,28.57
701,Aluminum,L-Beam,9.55,0.401,2,0.005278842,0.0808688,0.550703,69,270,135,542.012,8626.005,638.992,543.841,Bending,23.81,27.0022,135,50
702,Aluminum,L-Beam,5.68,0.165,2.5,0.000150666,0.01366218,0.226353,69,270,108,50.622,1165.839,51.552,52.115,Bending,34.45,18.593,108,40
703,Aluminum,L-Beam,12.688,0.065,1.5,3.59E-06,0.0021077,0.088906,69,270,180,2.289,299.761,0.246,0.5,Deflection,195.92,42.2948,19.339,7.16
704,Aluminum,L-Beam,17.831,0.257,2.5,0.000889178,0.0331899,0.352801,69,270,108,61.062,2832.205,30.875,30.013,Deflection,69.38,59.4365,54.609,20.23
705,Aluminum,L-Beam,17.045,0.199,2,0.000322774,0.01999681,0.273847,69,270,135,37.341,2132.993,12.265,12.025,Deflection,85.44,56.8162,44.343,16.42
706,Aluminum,L-Beam,16.846,0.282,1.5,0.001289832,0.03997406,0.387183,69,270,180,142.38,5685.199,50.176,52.003,Deflection,59.73,56.1539,63.434,23.49
707,Aluminum,L-Beam,11.704,0.177,3.5,0.000200561,0.01576286,0.243133,69,270,77.143,21.749,960.784,16.165,16.499,Deflection,66.08,39.0123,57.336,21.24
708,Aluminum,L-Beam,2.983,0.488,3.5,0.011548331,0.11961105,0.66975,69,270,77.143,1783.397,7290.578,14323.846,1646.519,Bending,6.12,1.2382,77.143,28.57
709,Aluminum,L-Beam,7.471,0.154,2.5,0.000113711,0.01186897,0.210976,69,270,108,31.166,1012.819,22.492,23.238,Deflection,48.61,24.9032,77.941,28.87
710,Aluminum,L-Beam,13.531,0.237,3.5,0.000644945,0.02826656,0.325584,69,270,77.143,45.172,1722.914,38.887,37.829,Deflection,57.05,45.1048,66.409,24.6
711,Aluminum,L-Beam,9.607,0.186,3.5,0.000245627,0.01744415,0.255771,69,270,77.143,30.845,1063.263,29.379,30.14,Deflection,51.56,32.0244,73.478,27.21
712,Aluminum,L-Beam,5.269,0.217,2.5,0.00045131,0.02364553,0.297784,69,270,108,124.258,2017.752,179.465,126.419,Bending,24.29,12.1606,108,40
713,Aluminum,L-Beam,19.992,0.233,3.5,0.000596483,0.02718384,0.319288,69,270,77.143,28.835,1656.92,16.476,15.897,Deflection,85.95,66.6393,44.08,16.33
714,Aluminum,L-Beam,8.852,0.237,2,0.000637759,0.02810866,0.324674,69,270,135,119.823,2998.257,89.847,90.23,Deflection,37.43,29.508,101.227,37.49
715,Aluminum,L-Beam,14.768,0.125,1.5,5.02E-05,0.00788861,0.172,69,270,180,14.239,1121.936,2.543,2.602,Deflection,117.86,49.2259,32.146,11.91
716,Aluminum,L-Beam,10.674,0.213,3,0.000417722,0.02274863,0.292082,69,270,90,48.236,1617.68,40.479,38.785,Deflection,50.17,35.5787,75.527,27.97
717,Aluminum,L-Beam,13.379,0.108,3.5,2.82E-05,0.00591268,0.148908,69,270,77.143,4.371,360.392,1.741,1.742,Deflection,123.34,44.5962,30.719,11.38
718,Aluminum,L-Beam,11.16,0.216,1.5,0.000445124,0.02348294,0.296758,69,270,180,96.771,3339.795,39.457,38.325,Deflection,51.62,37.2001,73.392,27.18
719,Aluminum,L-Beam,10.079,0.122,2.5,4.45E-05,0.00742551,0.166875,69,270,108,11.432,633.644,4.837,4.797,Deflection,82.91,33.5955,45.698,16.93
720,Aluminum,L-Beam,4.252,0.433,1.5,0.007145711,0.09408804,0.594011,69,270,180,2036.876,13381.409,4362.907,2050.342,Bending,9.83,6.6174,180,66.67
721,Wood,Rectangular,6.933,0.413,3.5,0.008197052,0.25607893,0.309886,12,40,11.429,174.409,487.769,327.401,172.482,Bending,16.78,12.3113,11.429,28.57
722,Wood,Rectangular,13.973,0.121,1.5,5.99E-05,0.02188781,0.090598,12,40,26.667,5.046,97.279,0.589,0.581,Deflection,115.67,46.5754,3.112,7.78
723,Wood,Rectangular,14.621,0.377,3.5,0.005692023,0.21339209,0.282882,12,40,11.429,62.912,406.461,51.122,51.114,Deflection,38.76,48.7369,9.287,23.22
724,Wood,Rectangular,8.849,0.123,3,6.51E-05,0.02282872,0.092524,12,40,13.333,4.243,50.73,1.597,1.629,Deflection,71.73,29.4977,5.019,12.55
725,Wood,Rectangular,8.918,0.061,3,3.98E-06,0.00564335,0.046003,12,40,13.333,0.518,12.541,0.096,0.5,Deflection,145.4,29.728,2.476,6.19
726,Wood,Rectangular,13.086,0.429,3,0.009568518,0.27667335,0.322106,12,40,13.333,121.066,614.83,107.276,106.236,Deflection,30.47,43.6214,11.815,29.54
727,Wood,Rectangular,12.062,0.275,1.5,0.001619993,0.11384174,0.206617,12,40,26.667,69.338,505.963,21.38,22.848,Deflection,43.78,40.2055,8.222,20.56
728,Wood,Rectangular,9.733,0.189,3.5,0.000358686,0.0535676,0.141732,12,40,11.429,11.887,102.034,7.27,7.691,Deflection,51.5,32.4424,6.99,17.47
729,Wood,Rectangular,19.307,0.371,2.5,0.005356202,0.20700148,0.278614,12,40,16,63.726,552.004,27.588,26.763,Deflection,51.97,64.3575,6.927,17.32
730,Wood,Rectangular,17.575,0.121,3,5.98E-05,0.02187916,0.09058,12,40,13.333,2.005,48.62,0.372,0.5,Deflection,145.52,58.5844,2.474,6.18
731,Wood,Rectangular,13.251,0.192,2.5,0.000385781,0.05555397,0.144336,12,40,16,12.91,148.144,4.219,4.12,Deflection,68.85,44.1684,5.229,13.07
732,Wood,Rectangular,7.632,0.471,2,0.013827611,0.33259718,0.353163,12,40,20,410.44,1108.657,455.853,410.475,Bending,16.21,22.9043,20,50
733,Wood,Rectangular,16.991,0.458,2,0.012347097,0.31428773,0.343304,12,40,20,169.339,1047.626,82.117,80.484,Deflection,37.12,56.6365,9.698,24.25
734,Wood,Rectangular,5.364,0.059,3.5,3.39E-06,0.00520524,0.044181,12,40,11.429,0.653,9.915,0.226,0.5,Deflection,91.06,17.8815,3.953,9.88
735,Wood,Rectangular,7.522,0.209,1.5,0.000534903,0.06541578,0.156623,12,40,26.667,48.43,290.737,18.151,18.09,Deflection,36.02,25.0733,9.995,24.99
736,Wood,Rectangular,17.804,0.322,2.5,0.003041503,0.15598726,0.241858,12,40,16,45.206,415.966,18.423,18.812,Deflection,55.21,59.3457,6.521,16.3
737,Wood,Rectangular,8.405,0.088,1.5,1.67E-05,0.01155372,0.065823,12,40,26.667,3.217,51.35,0.453,0.5,Deflection,95.77,28.018,3.759,9.4
738,Wood,Rectangular,3.019,0.218,3,0.0006383,0.07145907,0.163698,12,40,13.333,68.894,158.798,134.503,71.448,Bending,13.83,5.1538,13.333,33.33
739,Wood,Rectangular,19.677,0.403,2.5,0.007432282,0.24384063,0.302391,12,40,16,79.942,650.242,36.856,37.38,Deflection,48.8,65.5896,7.377,18.44
740,Wood,Rectangular,19.827,0.196,2,0.00041816,0.05783838,0.147273,12,40,20,11.457,192.795,2.042,2.124,Deflection,100.97,66.0884,3.565,8.91
741,Wood,Rectangular,18.465,0.055,3.5,2.60E-06,0.00456498,0.041375,12,40,11.429,0.156,8.695,0.015,0.5,Deflection,334.72,61.5505,1.076,2.69
742,Wood,Rectangular,11.999,0.135,3,9.46E-05,0.0275066,0.101563,12,40,13.333,4.139,61.126,1.261,1.263,Deflection,88.61,39.9964,4.063,10.16
743,Wood,Rectangular,9.609,0.206,3,0.000505849,0.06361438,0.154452,12,40,13.333,18.178,141.365,10.519,10.573,Deflection,46.66,32.0304,7.715,19.29
744,Wood,Rectangular,11.302,0.383,2,0.006056434,0.22011694,0.287304,12,40,20,149.211,733.723,91.031,89.116,Deflection,29.5,37.6741,12.202,30.5
745,Wood,Rectangular,7.174,0.346,2,0.00400947,0.17909707,0.259155,12,40,20,172.519,596.99,149.564,146.326,Deflection,20.76,23.9144,17.339,43.35
746,Wood,Rectangular,3.361,0.478,2.5,0.014699903,0.34292743,0.358605,12,40,16,780.68,914.473,2499.232,784.821,Bending,7.03,3.499,16,40
747,Wood,Rectangular,9.747,0.363,2.5,0.004889224,0.19777207,0.272332,12,40,16,117.886,527.392,98.815,103.257,Deflection,26.84,32.4892,13.412,33.53
748,Wood,Rectangular,6.813,0.057,2.5,2.93E-06,0.00483933,0.0426,12,40,16,0.646,12.905,0.121,0.5,Deflection,119.95,22.7108,3.001,7.5
749,Wood,Rectangular,8.719,0.304,1.5,0.002390939,0.13830224,0.227735,12,40,26.667,128.445,614.677,60.39,61.874,Deflection,28.71,29.0623,12.538,31.34
750,Wood,Rectangular,7.632,0.172,3,0.000246115,0.04437255,0.128995,12,40,13.333,13.332,98.606,8.112,8.486,Deflection,44.38,25.4411,8.113,20.28
751,Wood,Rectangular,2.036,0.128,2.5,7.63E-05,0.02470548,0.096253,12,40,16,24.912,65.881,35.326,24.752,Bending,15.87,4.7868,16,40
752,Wood,Rectangular,12.577,0.366,1.5,0.005019991,0.20039943,0.274135,12,40,26.667,155.313,890.664,60.937,61.443,Deflection,34.41,41.9218,10.463,26.16
753,Wood,Rectangular,2.909,0.332,3.5,0.003432214,0.16570369,0.249277,12,40,11.429,216.387,315.626,778.839,206.447,Bending,8.75,2.6939,11.429,28.57
754,Wood,Rectangular,10.105,0.481,3,0.015043643,0.34691374,0.360684,12,40,13.333,220.144,770.919,282.89,223.541,Bending,21.01,26.2112,13.333,33.33
755,Wood,Rectangular,15.063,0.328,1.5,0.003245841,0.16114195,0.245822,12,40,26.667,93.502,716.186,27.466,28.867,Deflection,45.96,50.2102,7.833,19.58
756,Wood,Rectangular,7.887,0.451,3.5,0.011586991,0.30446006,0.337894,12,40,11.429,198.765,579.924,357.66,198.684,Bending,17.51,14.61,11.429,28.57
757,Wood,Rectangular,18.462,0.245,3,0.001018473,0.09026508,0.183982,12,40,13.333,15.992,200.589,5.737,6.026,Deflection,75.26,61.5396,4.783,11.96
758,Wood,Rectangular,2.163,0.315,1.5,0.002778028,0.14907791,0.236441,12,40,26.667,579.417,662.568,1140.079,570.857,Bending,6.86,3.6643,26.667,66.67
759,Wood,Rectangular,11.844,0.352,2,0.004308197,0.18564907,0.263853,12,40,20,110.289,618.83,58.968,58.078,Deflection,33.67,39.4792,10.693,26.73
760,Wood,Rectangular,5.587,0.445,3,0.011015188,0.29685266,0.333646,12,40,13.333,315.164,659.673,677.574,317.655,Bending,12.56,8.6622,13.333,33.33
761,Wood,Circular,2.247,0.162,1.5,3.36E-05,0.02055333,0.080885,12,40,26.667,19.726,91.348,12.779,12.684,Deflection,13.89,7.4914,17.275,43.19
762,Wood,Circular,9.646,0.147,1.5,2.29E-05,0.01694973,0.073452,12,40,26.667,3.442,75.332,0.472,0.5,Deflection,65.66,32.153,3.655,9.14
763,Wood,Circular,14.112,0.087,2,2.75E-06,0.00587887,0.043259,12,40,20,0.36,19.596,0.027,0.5,Deflection,163.11,47.039,1.471,3.68
764,Wood,Circular,10.883,0.177,2.5,4.87E-05,0.02474137,0.088744,12,40,16,3.228,65.977,0.79,0.811,Deflection,61.32,36.2767,3.914,9.79
765,Wood,Circular,13.102,0.384,2.5,0.001070623,0.11599069,0.192148,12,40,16,27.217,309.309,11.974,11.7,Deflection,34.09,43.6737,7.039,17.6
766,Wood,Circular,8.68,0.464,2.5,0.002282091,0.16934461,0.232172,12,40,16,72.474,451.586,58.156,58.222,Deflection,18.69,28.9334,12.839,32.1
767,Wood,Circular,11.69,0.171,3,4.20E-05,0.02296155,0.085492,12,40,13.333,2.239,51.026,0.589,0.607,Deflection,68.37,38.9666,3.51,8.78
768,Wood,Circular,13.483,0.425,3,0.001603598,0.14195563,0.21257,12,40,13.333,29.84,315.457,16.936,16.816,Deflection,31.71,44.9439,7.567,18.92
769,Wood,Circular,11.63,0.115,3,8.58E-06,0.01038227,0.057487,12,40,13.333,0.684,23.072,0.122,0.5,Deflection,101.16,38.7682,2.373,5.93
770,Wood,Circular,16.132,0.319,3.5,0.000511384,0.08016382,0.15974,12,40,11.429,9.072,152.693,3.773,3.467,Deflection,50.49,53.7725,4.753,11.88
771,Wood,Circular,7.419,0.276,3.5,0.000285604,0.05990831,0.138092,12,40,11.429,12.744,114.111,9.963,9.822,Deflection,26.86,24.7294,8.935,22.34
772,Wood,Circular,5.781,0.176,2.5,4.76E-05,0.02445781,0.088234,12,40,16,5.973,65.221,2.735,2.733,Deflection,32.76,19.2684,7.327,18.32
773,Wood,Circular,9.374,0.345,1.5,0.000694034,0.09338892,0.172414,12,40,26.667,45.805,415.062,15.164,15.841,Deflection,27.18,31.2469,8.828,22.07
774,Wood,Circular,18.966,0.386,2.5,0.00109029,0.11705119,0.193025,12,40,16,19.061,312.137,5.82,5.835,Deflection,49.13,63.2185,4.885,12.21
775,Wood,Circular,16.654,0.358,2.5,0.00080911,0.10083442,0.179155,12,40,16,17.355,268.892,5.601,5.583,Deflection,46.48,55.5142,5.164,12.91
776,Wood,Circular,11.961,0.165,3.5,3.61E-05,0.02130401,0.082349,12,40,11.429,1.676,40.579,0.485,0.5,Deflection,72.62,39.8695,3.305,8.26
777,Wood,Circular,8.368,0.423,1.5,0.001569334,0.14043087,0.211425,12,40,26.667,94.614,624.137,43.028,42.392,Deflection,19.79,27.894,12.127,30.32
778,Wood,Circular,16.568,0.404,2,0.001305863,0.12810134,0.20193,12,40,20,31.226,427.004,9.134,9.29,Deflection,41.02,55.2261,5.85,14.63
779,Wood,Circular,8.723,0.172,1.5,4.31E-05,0.02328237,0.086087,12,40,26.667,6.127,103.477,1.088,1.109,Deflection,50.67,29.0779,4.737,11.84
780,Wood,Circular,3.398,0.423,1.5,0.001571444,0.14052524,0.211496,12,40,26.667,233.271,624.557,261.38,231.265,Bending,8.03,10.1072,26.667,66.67
781,Wood,Circular,17.459,0.355,1.5,0.000776317,0.09876988,0.177312,12,40,26.667,26.75,438.977,4.89,4.815,Deflection,49.23,58.1957,4.875,12.19
782,Wood,Circular,9.461,0.056,1.5,4.82E-07,0.00245975,0.027981,12,40,26.667,0.194,10.932,0.01,0.5,Deflection,169.06,31.5376,1.42,3.55
783,Wood,Circular,4.887,0.353,3.5,0.000763413,0.09794557,0.17657,12,40,11.429,40.447,186.563,61.383,39.517,Bending,13.84,10.733,11.429,28.57
784,Wood,Circular,10.809,0.243,3.5,0.000172071,0.04650068,0.121662,12,40,11.429,5.982,88.573,2.828,2.953,Deflection,44.42,36.0293,5.403,13.51
785,Wood,Circular,14.937,0.38,2,0.001019026,0.11316122,0.18979,12,40,20,28.756,377.204,8.769,8.867,Deflection,39.35,49.791,6.099,15.25
786,Wood,Circular,8.214,0.236,2,0.000153281,0.04388839,0.118195,12,40,20,12.63,146.295,4.362,4.121,Deflection,34.75,27.3805,6.907,17.27
787,Wood,Circular,17.87,0.105,3,5.89E-06,0.00860515,0.052336,12,40,13.333,0.336,19.123,0.035,0.5,Deflection,170.72,59.5664,1.406,3.51
788,Wood,Circular,5.814,0.19,2.5,6.39E-05,0.02833829,0.094976,12,40,16,7.407,75.569,3.63,3.653,Deflection,30.61,19.3803,7.841,19.6
789,Wood,Circular,8.042,0.387,2.5,0.001103638,0.11776554,0.193613,12,40,16,45.363,314.041,32.763,30.707,Deflection,20.77,26.8071,11.556,28.89
790,Wood,Circular,9.721,0.293,2,0.000363792,0.06761321,0.146704,12,40,20,20.408,225.377,7.392,7.705,Deflection,33.13,32.4033,7.244,18.11
791,Wood,Circular,9.414,0.389,3.5,0.001125365,0.11891909,0.194559,12,40,11.429,28.089,226.513,24.383,22.455,Deflection,24.19,31.3786,9.921,24.8
792,Wood,Circular,17.669,0.334,3.5,0.000611894,0.08768856,0.167069,12,40,11.429,9.476,167.026,3.763,3.763,Deflection,52.88,58.8983,4.539,11.35
793,Wood,Circular,14.539,0.273,3.5,0.000272926,0.05856354,0.136533,12,40,11.429,6.285,111.55,2.479,2.412,Deflection,53.24,48.4643,4.508,11.27
794,Wood,Circular,14.457,0.143,3.5,2.04E-05,0.01601873,0.071407,12,40,11.429,0.904,30.512,0.188,0.5,Deflection,101.23,48.1911,2.371,5.93
795,Wood,Circular,15.766,0.356,2,0.000784057,0.09926104,0.177752,12,40,20,22.382,330.87,6.056,5.568,Deflection,44.35,52.5547,5.412,13.53
796,Wood,Circular,2.326,0.407,1.5,0.001343515,0.12993499,0.203371,12,40,26.667,302.921,577.489,476.691,305.28,Bending,5.72,4.9275,26.667,66.67
797,Wood,Circular,14.118,0.234,3.5,0.000146305,0.04287802,0.116827,12,40,11.429,4.055,81.672,1.409,1.471,Deflection,60.42,47.0615,3.972,9.93
798,Wood,Circular,6.559,0.054,3,4.33E-07,0.00233201,0.027245,12,40,13.333,0.129,5.182,0.019,0.5,Deflection,120.37,21.863,1.994,4.98
799,Wood,Circular,14.551,0.389,3.5,0.001120395,0.1186562,0.194344,12,40,11.429,18.112,226.012,10.16,10.27,Deflection,37.44,48.5032,6.411,16.03
800,Wood,Circular,10.732,0.2,1.5,7.87E-05,0.03145765,0.100066,12,40,26.667,7.822,139.812,1.313,1.326,Deflection,53.62,35.7723,4.476,11.19
801,Wood,I-Beam,11.568,0.28,2.5,1.00E-10,0.04147867,0.279753,12,40,16,0,110.61,0,0.5,Deflection,41.35,38.5613,11.608,29.02
802,Wood,I-Beam,8.981,0.412,2.5,1.00E-10,0.0897862,0.411592,12,40,16,0,239.43,0,0.5,Bending,21.82,21.7735,16,40
803,Wood,I-Beam,7.056,0.144,3,1.00E-10,0.01092612,0.14358,12,40,13.333,0,24.28,0,0.5,Deflection,49.14,23.5196,9.768,24.42
804,Wood,I-Beam,17.263,0.296,1.5,1.00E-10,0.04628391,0.295513,12,40,26.667,0,205.706,0,0.5,Deflection,58.42,57.5423,8.217,20.54
805,Wood,I-Beam,3.334,0.219,3.5,1.00E-10,0.02541028,0.218961,12,40,11.429,0,48.401,0,0.5,Bending,15.23,4.0287,11.429,28.57
806,Wood,I-Beam,15.126,0.324,3,1.00E-10,0.05556313,0.323784,12,40,13.333,0,123.474,0,0.5,Deflection,46.72,50.4208,10.275,25.69
807,Wood,I-Beam,10.356,0.375,2,1.00E-10,0.07462349,0.375232,12,40,20,0,248.745,0,0.5,Deflection,27.6,34.521,17.391,43.48
808,Wood,I-Beam,8.826,0.424,1.5,1.00E-10,0.09533318,0.424115,12,40,26.667,0,423.703,0,0.5,Deflection,20.81,29.4203,23.065,57.66
809,Wood,I-Beam,8.718,0.334,2,1.00E-10,0.05926458,0.334395,12,40,20,0,197.549,0,0.5,Deflection,26.07,29.0611,18.411,46.03
810,Wood,I-Beam,3.196,0.395,2,1.00E-10,0.08266469,0.394932,12,40,20,0,275.549,0,0.5,Bending,8.09,3.593,20,50
811,Wood,I-Beam,11.865,0.284,2,1.00E-10,0.04289319,0.284483,12,40,20,0,142.977,0,0.5,Deflection,41.71,39.5486,11.509,28.77
812,Wood,I-Beam,8.959,0.348,3,1.00E-10,0.06422857,0.348118,12,40,13.333,0,142.73,0,0.5,Bending,25.74,21.3494,13.333,33.33
813,Wood,I-Beam,9.034,0.121,2.5,1.00E-10,0.00781183,0.121405,12,40,16,0,20.832,0,0.5,Deflection,74.41,30.112,6.451,16.13
814,Wood,I-Beam,17.347,0.294,2,1.00E-10,0.04573037,0.293741,12,40,20,0,152.435,0,0.5,Deflection,59.05,57.8218,8.128,20.32
